tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PAS000ETT19300092,For the Supply and Administration of hourly-rated temporary staff and monthly-rated contract staff to various PA divisions and Grassroots Organisations (GROs),People's Association,26/7/2019,Awarded by Items,PEOPLE ADVANTAGE PTE. LTD.,1250000
PAS000ETT19300092,For the Supply and Administration of hourly-rated temporary staff and monthly-rated contract staff to various PA divisions and Grassroots Organisations (GROs),People's Association,26/7/2019,Awarded by Items,SERVICE CONNECTIONS HR CONSULTANCY PTE. LTD.,1250000
PAS000ETT19300093,TERM CONTRACT FOR COMPREHENSIVE MAINTENANCE OF FIRE PROTECTION SYSTEM AT OUR TAMPINES HUB (OTH) FOR A PERIOD OF THREE YEARS,People's Association,23/9/2019,Awarded to Suppliers,CA FACILITIES PTE. LTD.,466668
PAS000ETT19300094,To invite vendors to quote for the Event Management of Interfaith Dialogues required for the South East CDC Harmony Effort Outreach Initiative.,People's Association,11/7/2019,Awarded to Suppliers,WISE SG PTE. LTD.,187500
PAS000ETT19300095,PROVISION OF SECURITY SERVICES FOR OUR TAMPINES HUB FOR A PERIOD OF THREE YEARS,People's Association,26/7/2019,Awarded to Suppliers,CERTIS CISCO PROTECTION SERVICES PTE. LTD.,6554440
PAS000ETT19300096,PROVISION OF EVENT MANAGEMENT SERVICES FOR THE PEOPLES ASSOCIATION PROJECT WE CARE GARDEN PARTY AT ISTANA 2019,People's Association,12/7/2019,Awarded to Suppliers,THE COMPLEAT STORE PTE. LTD.,111040
PAS000ETT19300097,Provision for Halal Cooked Meal Delivery Services for North West District for the Period from 1 September 2019 to 31 March 2020.,People's Association,27/8/2019,Awarded to No Suppliers,Unknown,0
PAS000ETT19300098,Programme development and management (including provision of training materials and logistics) of 'My Digital Bootcamp' for 2019/2020,People's Association,15/8/2019,Awarded by Items,RIPPLE GROUP HOLDINGS PTE. LTD.,90760
PAS000ETT19300098,Programme development and management (including provision of training materials and logistics) of 'My Digital Bootcamp' for 2019/2020,People's Association,15/8/2019,Awarded by Items,TINKERTANKER PTE. LTD.,287530
PAS000ETT19300102,"Appointment of an Event Management Company to Plan and Execute a laser and pyrotechnic act,art activities and performances for concert and to supply logistics to celebrate National Day 2019 and the second anniversary of Our Tampines Hub from 8 to 10 August 2019.",People's Association,2/8/2019,Awarded to Suppliers,REM EVENT MANAGEMENT PTE. LTD.,149391.2
PAS000ETT19300103,Provision of Contact Centre Management Services To Manage The Consolidated PAHQ Public Facing Hotlines And Emails,People's Association,23/9/2019,Awarded to Suppliers,TELE-CENTRE SERVICES PTE LTD,5275800
PAS000ETT19300104,INVITATION TO TENDER (ITT) FOR THE PROVISION OF AUDIT SERVICES FOR COMMUNITY CLUB BUILDING & UPGRADING PROJECTS AND RESIDENTS COMMITTEE FOR A TWO-YEAR TERM WITH AN OPTION TO EXTEND TWO YEARS FOR PEOPLES ASSOCIATION,People's Association,30/8/2019,Awarded by Items,AUDIT ALLIANCE LLP,42020
PAS000ETT19300104,INVITATION TO TENDER (ITT) FOR THE PROVISION OF AUDIT SERVICES FOR COMMUNITY CLUB BUILDING & UPGRADING PROJECTS AND RESIDENTS COMMITTEE FOR A TWO-YEAR TERM WITH AN OPTION TO EXTEND TWO YEARS FOR PEOPLES ASSOCIATION,People's Association,30/8/2019,Awarded by Items,KLP LLP,35800
PAS000ETT19300105,PROVISION OF PEST CONTROL SERVICES FOR OUR TAMPINES HUB FOR A PERIOD OF THREE YEARS,People's Association,2/8/2019,Awarded to Suppliers,SYSTEM PEST CONTROL SERVICES PTE LTD,111600
PAS000ETT19300106,"Provision of Horticulture & Landscaping Services to Community Clubs and other People's Association's properties in North East, North West, South West and Central Singapore Districts for a period of two years with an option to extend for another three years",People's Association,14/10/2019,Awarded to Suppliers,ECO GARDEN PTE. LTD.,4809272.88
PAS000ETT19300107,PROVISION OF PROPOSED CYCLICAL MAINTENANCE PROGRAMME (CMP) WORKS TO NATIONAL COMMUNITY LEADERSHIP INSTITUTE (NACLI),People's Association,17/9/2019,Awarded to Suppliers,QUEK HOCK SENG CONSTRUCTION (PTE) LTD,1155647
PAS000ETT19300108,"Provision of quality management audits on PA Training Providers (i.e. Trainers & Private Operators) for PA courses, which includes one to two types of audits (1. Mystery Shopper Audit and 2. Playgroup Classroom and Health & Hygiene Audits)",People's Association,18/9/2019,Awarded by Items,GREENSAFE INTERNATIONAL PTE. LTD.,23140
PAS000ETT19300108,"Provision of quality management audits on PA Training Providers (i.e. Trainers & Private Operators) for PA courses, which includes one to two types of audits (1. Mystery Shopper Audit and 2. Playgroup Classroom and Health & Hygiene Audits)",People's Association,18/9/2019,Awarded by Items,TIPTOP CONSULTANTS PTE LTD,56500
PAS000ETT19300109,"Term contractor services are required to ensure that the building works, plumbing and sanitary services in the building are maintained and periodically checked after the DLP to ensure smooth operations of the building.This Tender is for firm period of two years with an option to extend for another three years on a yearly basis.",People's Association,12/11/2019,Awarded to Suppliers,GIMTRONIC ENGINEERS PTE. LTD.,603721.08
PAS000ETT19300110,PROVISION TO REPLACE EXISTING CARD ACCESS SYSTEM WITH NEW SSID COMPLIANT ACCESS CONTROL SYSTEM FOR NATIONAL COMMUNITY LEADERSHIP INSTITUTE,People's Association,18/10/2019,Awarded to Suppliers,HOGA IYOTA COMMUNICATIONS & TECHNOLOGY (S) PTE. LTD.,151809.86
PAS000ETT19300111,PERIOD CONTRACT FOR THE PROVISION OF GOMAX APPROVED DEVICES TO THE PEOPLE'S ASSOCIATION FOR TWO YEARS WITH THE OPTION TO EXTEND FOR ANOTHER YEAR,People's Association,20/9/2019,Awarded to Suppliers,M1 LIMITED,76526.6
PAS000ETT19300112,TERM CONTRACT FOR PROVISION OF HORTICULTURAL SERVICES INCLUDING COMPREHENSIVE MAINTENANCE OF IRRIGATION SYSTEM AND WATER FEATURE AT OUR TAMPINES HUB (OTH) FOR A PERIOD OF THREE YEARS,People's Association,5/9/2019,Awarded to Suppliers,BSG LANDSCAPE & CONSTRUCTION PTE. LTD.,936000
PAS000ETT19300114,TERM CONTRACT FOR MAINTENANCE OF THE ELECTRICAL RELATED WORKS AT HEARTBEAT @ BEDOK FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER THREE (3) YEARS,People's Association,29/10/2019,Awarded to Suppliers,CA FACILITIES PTE. LTD.,989094
PAS000ETT19300118,FOR THE PROVISION OF AGILE APPLICATION DEVELOPMENT AND MAINTENANCE SERVICES FOR PA CUSTOMER EXPERIENTIAL SYSTEM (PACES),People's Association,22/11/2019,Awarded to Suppliers,CAPGEMINI SINGAPORE PTE. LTD.,9989419.05
PAS000ETT19300119,Training provider(s) to develop and conduct the following training and exercise for members of Emergency Organisatioal Structure (EOS): 1) Constituency Table-Top Exercise 2) Functional Training for EOS IC and 2IC,People's Association,23/9/2019,Awarded by Items,COSEM SAFETY & SECURITY SERVICES PTE. LTD.,4800
PAS000ETT19300119,Training provider(s) to develop and conduct the following training and exercise for members of Emergency Organisatioal Structure (EOS): 1) Constituency Table-Top Exercise 2) Functional Training for EOS IC and 2IC,People's Association,23/9/2019,Awarded by Items,SERVE2LEAD PTE. LTD.,105000
PAS000ETT19300120,"RENTAL OF STORAGE SPACE FOR PEOPLE'S ASSOCIATION EMBRACING PARENTHOOD MOVEMENT (EPM) ROVING EXHIBITION ITEMS AND TRANSPORTATION, ASSEMBLING AND DISMANTLING OF EPM ITEMS FOR A PERIOD OF EIGHT MONTHS",People's Association,6/8/2019,Awarded to Suppliers,EVERTEAM PTE. LTD.,114000
PAS000ETT19300121,"Period Contract for Printing Services of Event Signage, On-Site Branding, Publicity Materials and Event Collaterals for Chingay Parade 2020, with the option to re-contract for the second year (Chingay 2021).",People's Association,23/10/2019,Awarded by Items,ALLMASTER ENTERPRISE,4010
PAS000ETT19300121,"Period Contract for Printing Services of Event Signage, On-Site Branding, Publicity Materials and Event Collaterals for Chingay Parade 2020, with the option to re-contract for the second year (Chingay 2021).",People's Association,23/10/2019,Awarded by Items,CN CANVAS & HARDWARE,49018
PAS000ETT19300121,"Period Contract for Printing Services of Event Signage, On-Site Branding, Publicity Materials and Event Collaterals for Chingay Parade 2020, with the option to re-contract for the second year (Chingay 2021).",People's Association,23/10/2019,Awarded by Items,NPE PRINT COMMUNICATIONS PTE. LTD.,366.9
PAS000ETT19300121,"Period Contract for Printing Services of Event Signage, On-Site Branding, Publicity Materials and Event Collaterals for Chingay Parade 2020, with the option to re-contract for the second year (Chingay 2021).",People's Association,23/10/2019,Awarded by Items,UNIVERSAL DISPLAYS PTE LTD,44202.6
PAS000ETT19300122,"Proposed Cyclical Maintenance Programme to Pioneer Zone '11' RN at Blk 640 Jurong West Street 61, #01-14 Singapore 640640, Punggol Coral RC at 126D, Edgedale Plains #01-324 Singapore 824146 and Punggol Oasis RC at Blk 176C Edgefield Plains #01-182 Singapore 823176",People's Association,1/10/2019,Awarded to Suppliers,HOMEWOOD DESIGN & MANAGEMENT,93780
PAS000ETT19300123,Proposed Cyclical Maintenance Programme to Nanyang Community Club at 60 Jurong West Street 91 Singapore 649040,People's Association,30/10/2019,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,538598
PAS000ETT19300124,INVITATION TO TENDER - TERM CONTRACT FOR THE COMPREHENSIVE MAINTENANCE OF CCTVS AND OTHER SECURITY SYSTEMS AT HEARTBEAT@BEDOK FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER THREE (3) YEARS,People's Association,29/10/2019,Awarded to Suppliers,ROBERT BOSCH SECURITY SOLUTIONS PTE. LTD.,525000
PAS000ETT19300131,INVITATION TO TENDER FOR THE TERM CONTRACTOR PROCUREMENT OF OUR TAMPINES HUB DECORATION FROM OCTOBER 2019 TILL SEPTEMBER 2020,People's Association,9/10/2019,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,635000
PAS000ETT19300133,To replace the existing AEDs which will be out-of-warranty in 2019,People's Association,10/10/2019,Awarded to Suppliers,HTM MEDICO PTE. LTD.,723200
PAS000ETT19300134,"PERIOD CONTRACT FOR PROVISION OF COSTUME DESIGNS AND PRODUCTION OF COSTUMES AND PROPS FOR PERFORMERS OF CHINESE, FUSION, OPENING AND FINALE ITEMS FOR CHINGAY PARADE 2020 AND PA TALENTS PERFORMANCE",People's Association,19/11/2019,Awarded by Items,CINDI CLASSIQUE PTE LTD,18
PAS000ETT19300134,"PERIOD CONTRACT FOR PROVISION OF COSTUME DESIGNS AND PRODUCTION OF COSTUMES AND PROPS FOR PERFORMERS OF CHINESE, FUSION, OPENING AND FINALE ITEMS FOR CHINGAY PARADE 2020 AND PA TALENTS PERFORMANCE",People's Association,19/11/2019,Awarded by Items,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,310
PAS000ETT19300134,"PERIOD CONTRACT FOR PROVISION OF COSTUME DESIGNS AND PRODUCTION OF COSTUMES AND PROPS FOR PERFORMERS OF CHINESE, FUSION, OPENING AND FINALE ITEMS FOR CHINGAY PARADE 2020 AND PA TALENTS PERFORMANCE",People's Association,19/11/2019,Awarded by Items,GLOBAL MASCOT PTE. LTD.,7225
PAS000ETT19300134,"PERIOD CONTRACT FOR PROVISION OF COSTUME DESIGNS AND PRODUCTION OF COSTUMES AND PROPS FOR PERFORMERS OF CHINESE, FUSION, OPENING AND FINALE ITEMS FOR CHINGAY PARADE 2020 AND PA TALENTS PERFORMANCE",People's Association,19/11/2019,Awarded by Items,THE LITTLE VOICE PTE. LTD.,240
PAS000ETT19300135,"Proposed Cyclical Maintenance Programme (CMP) To Toa Payoh East Community Club at 160 Lorong 6 Toa Payoh, Singapore 319380",People's Association,26/12/2019,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,898940
PAS000ETT19300136,PROPOSED CYCLICAL MAINTENANCE PROGRAMME (CMP) TO ALJUNIED COMMUNITY CENTRE,People's Association,29/11/2019,Awarded to Suppliers,UNION M&E PTE. LTD.,124175
PAS000ETT19300141,Proposed CMP Phase II and Minor Improvement Works to The Frontier Community Club,People's Association,3/12/2019,Awarded to No Suppliers,Unknown,0
PAS000ETT19300142,Period Contract Plus Framework Agreement for Design and Fabrication of Chingay 2020 Floats and Structures.,People's Association,8/11/2019,Awarded to Suppliers,Q'S ADVERTISING PTE. LTD.,1865400
PAS000ETT19300144,Provision of Technical Team for Chingay Parade 2020 with an option to extend the service for Chingay Parade 2021.,People's Association,8/11/2019,Awarded to Suppliers,NEXUS CREATIVE PTE. LTD.,84000
PAS000ETT19300145,"PROVISION OF EVENT MANAGEMENT SERVICES TO SUPPLY, EXECUTE AND MANAGE HEALTH FITNESS PROGRAMMES AT GATE 1 OF OUR TAMPINES HUB FOR A PERIOD OF ONE YEAR",People's Association,18/10/2019,Awarded by Items,ALPHA FITNESS PTE. LTD.,118135
PAS000ETT19300145,"PROVISION OF EVENT MANAGEMENT SERVICES TO SUPPLY, EXECUTE AND MANAGE HEALTH FITNESS PROGRAMMES AT GATE 1 OF OUR TAMPINES HUB FOR A PERIOD OF ONE YEAR",People's Association,18/10/2019,Awarded by Items,LAILA WHITE PTE. LTD.,86988.7
PAS000ETT19300146,Provision of Content Development and Coordination Services for Chingay Parade National Education (NE) Assembly Programme and Show,People's Association,1/11/2019,Awarded to Suppliers,PLAYINC PTE. LTD.,256000
PAS000ETT19300147,SUPPLY AND INSTALLATION OF LED DISPLAY SCREEN AT PEDESTRIAN OVERHEAD BRIDGE (POB) AND FESTIVE WALK'S LINKBRIDGES OF OUR TAMPINES HUB WITH ONE YEAR OF COMPREHENSIVE MAINTENANCE SERVICE,People's Association,3/10/2019,Awarded to Suppliers,ZOOM VISUAL PTE. LTD.,471021.96
PAS000ETT19300148,Invitation To Tender for Printing and Delivery of 2020 PAssion Red Packets And Chinese New Year Greeting Cards,People's Association,26/9/2019,Awarded to Suppliers,NAGAPRINT & PACKAGING PTE. LTD.,68441
PAS000ETT19300149,PROPOSED INTERIOR FITTING OUT WORKS TO RESIDENTS' COMMITTEE CENTRES,People's Association,1/11/2019,Awarded to Suppliers,JIE XUAN ENGINEERING PTE. LTD.,260000
PAS000ETT19300151,Design & Build of Permanent Sheltered Structure and Interim Office (including of demolition of existing structure) next to Blk 632 Bedok Reservoir Road,People's Association,6/12/2019,Awarded to Suppliers,C.P.ONG CONSTRUCTION PTE LTD,1060000
PAS000ETT19300152,"Proposed Cyclical Maintenance Programme to Rivervale Gardens RC at Blk 121A Rivervale Drive, #01-436 Singapore 541121, Rivervale Spring RC at 135 Rivervale Street #01-730 Singapore 540135 and Rivervale Vista RC at Blk 188B, Rivervale Drive #01-1076 Singapore 542188",People's Association,5/11/2019,Awarded to Suppliers,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED,81685
PAS000ETT19300154,THE PROVISION OF MAINTENANCE OF TELEPHONE NETWORK,People's Association,22/10/2019,Awarded to Suppliers,E-SOLUTIONS SERVICES PTE. LTD.,128000
PAS000ETT19300156,To Provide Halal Cooked Meal with Delivery to households in the North West District for FY 2019 and with option to extend services to FY 2020.,People's Association,25/10/2019,Awarded to Suppliers,BIZLINK CENTRE SINGAPORE LTD,452375
PAS000ETT19300157,Invitation To Tender for The Printing and Delivery of PAssion Card Direct Mailers 2020 (Four Issues),People's Association,29/10/2019,Awarded to Suppliers,TIMES PRINTERS PRIVATE LIMITED,615340
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,ABUNDANZ CONSULTING PTE. LTD.,55200
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,C'IGNATURE PASSION PTE. LTD.,136920
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,CULTURE FORTE PTE. LTD.,57500
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,DRAGON UNIVERSAL PTE. LTD.,16800
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,GOH KOK HIONG,18400
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,KLC INTERNATIONAL INSTITUTE PTE. LTD.,20400
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,LEARN GROW LEAD,46000
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,PREMIERE TRAINING SERVICES,25600
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,SILVER SPARROW PTE. LTD.,84000
PAS000ETT19300158,"Engagement of training consultants to design, develop and/or deliver the SkillsFuture Advice workshops in English, Chinese, Malay and Tamil Languages",People's Association,7/11/2019,Awarded by Items,SUCCESS FRONTIERS TRAINING AND CONSULTANCY PRIVATE LIMITED,6000
PAS000ETT19300159,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR THE SUPPLY AND DELIVERY OF GROCERY PRODUCTS TO THE PA AND GRASSROOTS ORGANIZATIONS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,People's Association,30/12/2019,Awarded by Items,AH HONG HOLDINGS PTE. LTD.,537.94
PAS000ETT19300159,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR THE SUPPLY AND DELIVERY OF GROCERY PRODUCTS TO THE PA AND GRASSROOTS ORGANIZATIONS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,People's Association,30/12/2019,Awarded by Items,HENG'S FAMILY MINI MART,269.1
PAS000ETT19300159,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR THE SUPPLY AND DELIVERY OF GROCERY PRODUCTS TO THE PA AND GRASSROOTS ORGANIZATIONS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,People's Association,30/12/2019,Awarded by Items,JIT SHENG PROVISION TRADING PTE. LTD.,66.8
PAS000ETT19300159,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR THE SUPPLY AND DELIVERY OF GROCERY PRODUCTS TO THE PA AND GRASSROOTS ORGANIZATIONS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,People's Association,30/12/2019,Awarded by Items,SQUARE INNOVATIONS PTE. LTD.,138.8
PAS000ETT19300159,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR THE SUPPLY AND DELIVERY OF GROCERY PRODUCTS TO THE PA AND GRASSROOTS ORGANIZATIONS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,People's Association,30/12/2019,Awarded by Items,THONG CHEW FOOD INDUSTRIES PTE LTD,656.75
PAS000ETT19300160,FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER SIX (6) MONTHS,People's Association,15/11/2019,Awarded to No Suppliers,Unknown,0
PAS000ETT19300161,INVITATION TO TENDER FOR THE PUBLICATION OF THE PA 60th ANNIVERSARY BOOK,People's Association,20/11/2019,Awarded to Suppliers,EPIGRAM PTE LTD,173750
PAS000ETT19300167,The supply & installation of large format vinyl sticker and 5m x 2m forex board with vinyl sticker collateral within Our Tampines Hub (OTH) for a period of 1 year,People's Association,19/11/2019,Awarded to Suppliers,ALLMASTER ENTERPRISE,172000
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,AYLA LIVINGS PTE. LTD.,13000
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,70000
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,GLOBAL MASCOT PTE. LTD.,2400
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,KAMPUNG COLLECTION,41000
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,THAMARAI TEX,44000
PAS000ETT19300168,"Period contract for provision of costume designs and production of costumes and props for performers of Youths, Merdeka Generation, Ballroom, NWCDC, CACD, Malay cultural, Indian Cultural, Stilt walkers and Chinese Opera Items for Chingay Parade 2020 and PA Talents Performance.",People's Association,13/12/2019,Awarded by Items,THE LITTLE VOICE PTE. LTD.,30000
PAS000ETT19300173,Provision of Hotel Accommodation For Foreign Performers For Chingay Parade Singapore 2020.,People's Association,27/11/2019,Awarded to Suppliers,HOTEL MIRAMAR (SINGAPORE) LIMITED,154549.8
PAS000ETT19300174,"The awarded vendor shall provide and deploy three (3) Be My Kaki (BMK) movie vehicles, all equipped with detachable LED screen and sound system. In addition, The Contractor shall provide projector, screen and sound system for indoor movie screening.",People's Association,27/11/2019,Awarded to Suppliers,J'KIDS AMUSEMENT PTE. LTD.,1267500
PAS000ETT19300175,"PROVISION OF HAND WASH STATIONS, MOBILE TOILETS AND MAINTENANCE SERVICES AT F1 PIT BUILDING FOR CHINGAY PARADE FOR ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ADDITIONAL ONE (1) YEAR.",People's Association,26/11/2019,Awarded to Suppliers,QOOL ENVIRO PTE. LTD.,95106
PAS000ETT19300176,"SUPPLY AND INSTALL SHOW LIGHTING SYSTEM FOR FESTIVE WALK, FESTIVE PLAZA AND CENTRAL PLAZA AT OUR TAMPINES HUB",People's Association,18/12/2019,Awarded to No Suppliers,Unknown,0
PAS000ETT19300177,"INVITATION TO TENDER FOR THE PROVISIONING OF PRINTERS, CONSUMABLES, AND SUPPORT SERVICES FOR CONTACTLESS E-PURSE APPLICATION (CEPAS) CARD PRINTING SERVICE FOR A THREE (3) YEARS LEASING PERIOD",People's Association,16/12/2019,Awarded to Suppliers,ALC TECHNOLOGIES PTE LTD,255000
PAS000ETT19300179,"The Contractor should provide a set of water-based inflatables and paddle boats, with manpower and lifeguards, snacks and game booths, for a period of twenty-four (24) months",People's Association,22/11/2019,Awarded by Items,CARNIVAL WIZ PTE. LTD.,192000
PAS000ETT19300179,"The Contractor should provide a set of water-based inflatables and paddle boats, with manpower and lifeguards, snacks and game booths, for a period of twenty-four (24) months",People's Association,22/11/2019,Awarded by Items,JNR ENTERTAINMENT PRIVATE LIMITED,132000
PAS000ETT19300180,Provision of Food Items with Delivery Services for North West Food Aid Fund as well as Food Items for North West Service Weeks 2020.,People's Association,2/12/2019,Awarded to Suppliers,NTUC Fairprice Co-operative Ltd,384270
PAS000ETT19300181,Provision of Sound and Lighting System for Chingay Parade with an option to extend for one (1) year.,People's Association,8/11/2019,Awarded to No Suppliers,Unknown,0
PAS000ETT19300183,"Provision of fireworks, pyrotechnics and special effects for Chingay 2020 with an option to extend for another 1 year (Chingay 2021)",People's Association,19/12/2019,Awarded to Suppliers,GLORIOUS (S) PTE. LTD.,891000
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,AS-1 LOGISTICS PTE. LTD.,2570
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,BOK SENG LOGISTICS PRIVATE LIMITED,19760
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,EVERTEAM PTE. LTD.,4280
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,KARSS MANAGEMENT SERVICES PTE. LTD.,784.4
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,KEPPEL LOGISTICS PTE. LTD.,11721
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,SHALOM INTERNATIONAL MOVERS PTE. LTD.,8675
PAS000ETT19300186,"Provision of Manpower, Transportation and Logistics Services for Chingay 2020 and SCENE Related Events.",People's Association,24/12/2019,Awarded by Items,SPORTS AND WELLNESS PTE. LTD.,720
PAS000ETT19300188,Invitation to Tender for the Provision of Outsourced Services for Course Programme Management for PA Courses,People's Association,9/12/2019,Awarded to Suppliers,ACE RECRUITERS,136689.3
PAS000ETT19300194,"FOR THE SUPPLY, DELIVERY, SUPPORT OF TYK PRO UNLIMITED LICENCE SOFTWARE WITH AN OPTION FOR MAINTENANCE OF SOFTWARE",People's Association,10/12/2019,Awarded to Suppliers,MANTHRA SOFTWARE SERVICES PTE. LTD.,552000
PAS000ETT19300195,APPOINTMENT OF AN EVENT MANAGEMENT COMPANY FOR OUR TAMPINES HUBS (OTH) NEW YEARS EVE EVENT 2020,People's Association,11/12/2019,Awarded to Suppliers,LAGOON EVENTS & ENTERTAINMENT PTE LTD,176770.01
PAS000ETT19300199,PROVISION OF SOUND AND LIGHTING SYSTEM FOR CHINGAY 2020 WITH AN OPTION TO EXTEND FOR ANOTHER YEAR (CHINGAY 2021),People's Association,10/12/2019,Awarded to Suppliers,CSP PRODUCTIONS PTE LTD,2900000
PAS000ETT19300201,INVITATION TO TENDER FOR THE PROVISION OF OUTDOOR CATERING FOR PRIME MINISTER'S CHINESE NEW YEAR GARDEN PARTY 2020,People's Association,17/12/2019,Awarded to Suppliers,MANDARIN ORCHARD SINGAPORE,169350
PAS000ETT19300204,INVITATION TO TENDER FOR PERIOD CONTRACT FOR THE DELIVERY AND PROVISION OF ITEMS FOR FESTIVE CHEERS @ SOUTH WEST; and EVENTS MANAGEMENT SERVICES FOR THE COORDINATION AND FACILITATION OF FESTIVE CHEERS PACKS,People's Association,24/12/2019,Awarded to Suppliers,SPOC SOLUTIONS IMS PTE. LTD.,96615
